ADDRESS,CITY,ZIPCODE,LOCATION,DATESOLD,MONTH,PRICE,BEDROOMS,BATHROOMS,SQFT,LOTSIZE,PRICE_PER_SQFT,HOA,HOA_MONTHLY,YEARBUILT,HOUSE_AGE,DAYS_ON_MARKET,LATITUDE,LONGITUDE
797 Thomas Run Dr,Great Falls,22066,THOMAS AVENUE,2021-12-03,December,1350000,4,4.5,5054,57935,267,No,0.0,2004,17,27,39.024353600000005,-77.36200720000001
11113 Loran Rd,Great Falls,22066,TIMBERLAKE ESTATES SOUTH,2021-10-01,October,901600,4,3.5,3121,31510,289,Yes,4.0,1985,36,90,38.9917121,-77.3307599
9501 Neuse Way,Great Falls,22066,RIVERSIDE MANOR,2021-01-27,January,1300000,6,4.5,4850,40108,268,Yes,19.0,1970,51,337,39.0167549,-77.2734926
10112 High Hill Ct,Great Falls,22066,FALCON RIDGE,2021-01-25,January,1600000,5,5.5,4819,75000,332,Yes,18.0,1990,31,339,39.039818100000005,-77.2950833
892 Van Dusen Ct,Great Falls,22066,LOCKMEADE,2021-05-27,May,1170000,4,2.5,3180,21463,368,Yes,42.0,1979,42,217,38.998532700000005,-77.3202151
1106 Towlston,Mclean,22102,GLENDALE KNOLLS,2021-04-30,April,2950000,6,7.5,9403,101673,314,No,0.0,2020,1,244,38.9634838,-77.26024759999999
1143 Bob O Link Cir,Great Falls,22066,MILL RUN ACRES,2021-11-15,November,1047000,4,3.0,3055,65482,343,No,0.0,1955,66,45,38.9717208,-77.29162729999999
9210 White Chimney Ln,Great Falls,22066,MILL CREEK LANDING,2021-10-26,October,1600000,4,3.5,5288,52115,303,No,0.0,1983,38,65,38.970321500000004,-77.26514250000001
331 Club View Dr,Great Falls,22066,EAGON HILLS,2021-11-10,November,1060000,4,3.5,2818,46048,376,Yes,17.0,1979,42,50,39.0178111,-77.28069740000001
9324 Georgetown Pike,Great Falls,22066,MICHAEL DENNIS LANGE PRO,2021-10-08,October,3250000,6,8.0,9696,236622,335,No,0.0,1984,37,83,38.9900532,-77.2674994
9605 Tackroom Ln,Great Falls,22066,DEEP GLEN,2021-10-15,October,1659000,6,7.0,6475,43249,256,Yes,24.0,1995,26,76,38.9671878,-77.2770838
1101 Colvin Mill Ct,Great Falls,22066,COLVIN MILL,2021-03-09,March,1410000,5,4.5,5128,82046,275,No,0.0,1990,31,296,38.97572589999999,-77.30248879999999
563 Nalls Dairy Ct,Great Falls,22066,GREAT FALLS WEST,2021-05-28,May,1625000,5,4.5,4534,87792,358,Yes,80.0,1994,27,216,39.03153035,-77.34380642
10835 Patowmack Dr,Great Falls,22066,BEACH MILL DOWNS,2021-06-01,June,1725000,5,6.0,10516,114233,164,No,0.0,1991,30,212,39.0332141,-77.3157052
11609 Rolling Meadow Dr,Great Falls,22066,SENECA HUNT,2021-06-23,June,1569500,5,4.5,6060,93824,259,Yes,42.0,1988,33,190,39.0127273,-77.346665
10530 Beach Mill Rd,Great Falls,22066,ANNA BURGESS PROPERTY,2021-01-29,January,1699000,5,4.5,7100,95035,239,No,0.0,1999,22,335,39.0310784,-77.3101406
12175 Holly Knoll Cir,Great Falls,22066,HOLLY KNOLL,2021-08-13,August,1160000,4,3.5,3531,22279,329,Yes,21.0,1976,45,139,39.0157991,-77.3657078
860 Nicholas Run Dr,Great Falls,22066,GROVEMONT PROPERTY,2021-08-20,August,3200000,6,7.5,14012,77488,228,Yes,83.0,2007,14,132,39.001256700000006,-77.32037220000001
650 Nalls Farm Way,Great Falls,22066,GREAT FALLS WEST,2021-07-15,July,1820000,5,5.5,3546,79757,513,Yes,108.0,1994,27,168,39.0268018,-77.3435918
11615 Holly Briar Ln,Great Falls,22066,HOLLY KNOLL,2021-06-23,June,1250000,4,3.5,3694,26401,338,Yes,31.0,1986,35,190,39.0077268,-77.3498727
705 Clear Spring Rd,Great Falls,22066,VALLEY STREAM,2021-05-04,May,1790000,5,4.0,5125,235268,349,Yes,17.0,1987,34,240,39.017084600000004,-77.33159
1072 Cedar Chase Ct,Herndon,20170,CEDAR CHASE,2021-07-16,July,1200000,6,5.0,5669,17219,212,Yes,117.0,2001,20,167,38.999644399999994,-77.3463748
1343 Belasco Valley Cir,Great Falls,22066,ARDEN AT MCLEAN ADDITION,2021-10-21,October,2532958,5,5.5,6887,36091,368,No,0.0,2021,0,70,38.99523,-77.29077
9226 Vernon Dr,Great Falls,22066,BRADLEY OAKS,2021-10-25,October,1175000,5,3.5,4002,27625,294,No,0.0,1983,38,66,38.9549795,-77.26479379999999
10616 Good Spring Ave,Great Falls,22066,ALEXANDRIA LEESBURG PIKE,2021-08-11,August,2150000,4,6.0,7438,182133,289,No,0.0,2004,17,141,38.9854674,-77.31401269999999
833 Utterback Store Rd,Great Falls,22066,SPRINGVALE,2021-09-10,September,1360000,5,4.5,4312,85138,315,No,0.0,2000,21,111,39.0057354,-77.3275517
990 Old Holly Dr,Great Falls,22066,HOLLY KNOLL,2021-09-10,September,1099989,5,3.5,4500,25264,244,Yes,31.0,1985,36,111,39.008374700000005,-77.3517568
529 Clear Spring Rd,Great Falls,22066,TALLY HO,2021-05-28,May,1440000,5,4.5,6844,222099,210,Yes,108.0,1973,48,216,39.0234739,-77.32844909999999
323 Canterwood Ln,Great Falls,22066,CANTERWOOD,2021-11-15,November,1180000,4,3.5,3794,75002,311,Yes,51.0,1985,36,45,39.0402557,-77.34110179999999
10312 Yorktown Ct,Great Falls,22066,GREAT FALLS FOREST,2021-10-08,October,650000,6,5.0,3092,11761,210,Yes,10.0,1984,37,83,39.032055,-77.3582167
11205 Richland Grove Dr,Great Falls,22066,SENECA FARMS,2021-08-31,August,1125000,5,4.0,6600,219708,170,Yes,63.0,1987,34,121,39.0376675,-77.3314105
11209 Elmview Pl,Great Falls,22066,OLD SAYBROOK,2021-10-19,October,1610000,5,4.5,6296,75002,256,No,0.0,1989,32,72,39.0268089,-77.33544859999999
9507 Neuse Way,Great Falls,22066,RIVERSIDE MANOR,2021-03-11,March,1300000,5,3.5,4061,43560,320,Yes,21.0,1969,52,294,39.015641200000005,-77.2746597
1101 Marlene Ln,Great Falls,22066,MILL RUN ACRES,2021-01-08,January,965000,4,3.0,2512,43616,384,No,0.0,1966,55,356,38.9720701,-77.2820665
1168 Kettle Pond Ln,Great Falls,22066,LOCKMEADE,2021-04-14,April,1125000,4,3.5,3922,33474,287,Yes,29.0,1977,44,260,38.9841655,-77.32012540000001
11904 Holly Spring Dr,Great Falls,22066,HOLLY KNOLL,2021-09-08,September,986800,4,3.5,3592,28888,275,Yes,17.0,1978,43,113,39.0143467,-77.3553905
11615 Rolling Meadow Dr,Great Falls,22066,SENECA HUNT,2021-01-20,January,1670000,5,4.5,7138,75002,234,Yes,42.0,1989,32,344,39.012629,-77.3496035
11300 Stonehouse Pl,Great Falls,22066,CASCADES ESTATES,2021-12-17,December,1950000,5,4.5,6450,75620,302,Yes,79.0,2001,20,13,39.0510062,-77.334641
10597 Brookeville Ct,Great Falls,22066,1039 SPRINGVALE,2021-02-12,February,2102500,5,6.5,7614,43656,276,Yes,120.0,2019,2,321,38.9858989,-77.3106186
10802 Piney Pond Dr,Great Falls,22066,PINEY POND ESTATES,2021-12-20,December,1375000,5,4.5,4608,42940,298,No,0.0,1994,27,10,38.982729600000006,-77.3183753
9024 Belcourt Castle Pl,Great Falls,22066,CHESHIRE,2021-07-12,July,1975000,5,3.5,6654,296208,297,Yes,83.0,1980,41,171,38.982988,-77.266636
938 Millwood Rd,Great Falls,22066,JACKSON MILL WOODS,2021-03-30,March,1900000,7,6.5,10000,109880,190,No,0.0,2007,14,275,38.978246899999995,-77.27243759999999
10890 Lake Windermere Dr,Great Falls,22066,LAKE WINDERMERE,2021-08-02,August,2351892,6,7.5,9396,219478,250,Yes,50.0,2004,17,150,39.007123,-77.31902600000001
47758 Blockhouse Point Pl,Sterling,20165,CASCADES,2021-05-11,May,915000,4,3.5,4269,8712,214,Yes,64.0,1997,24,233,39.0415473,-77.3457453
9221 Weant Dr,Great Falls,22066,WEANT,2021-10-15,October,880000,4,3.0,2572,23800,342,No,0.0,1966,55,76,39.011856200000004,-77.2652547
11796 Hollyview Dr,Great Falls,22066,HOLLY KNOLL,2021-04-29,April,1176000,5,3.5,3961,28194,297,Yes,31.0,1987,34,245,39.008369,-77.35462790000001
924 Riva Ridge Dr,Great Falls,22066,LOCKMEADE,2021-06-18,June,1060000,4,3.5,3245,25678,327,Yes,42.0,1979,42,195,38.994803600000004,-77.3185772
851 Trotting Ct,Great Falls,22066,SENECA HUNT,2021-03-31,March,1375520,5,5.0,4284,86310,321,No,0.0,1987,34,274,39.0148404,-77.347652
11204 Elmview Pl,Great Falls,22066,OLD SAYBROOK,2021-10-22,October,1450000,3,4.5,3854,76622,376,No,0.0,1991,30,69,39.0272924,-77.3340129
11409 Jordan Ln,Great Falls,22066,SENECA HILLS,2021-02-01,February,925000,4,3.0,3228,23430,287,Yes,13.0,1984,37,332,39.0038888,-77.3399353
9900 Golden Falcon St,Great Falls,22066,OLIVER ESTATES,2021-10-15,October,960000,5,3.0,3047,22300,315,No,0.0,1965,56,76,38.9893381,-77.2880813
11010 Warwickshire Dr,Great Falls,22066,WINDERMERE,2021-05-17,May,945000,5,3.0,2124,82851,445,Yes,10.0,1978,43,227,39.0027963,-77.32726
521 Clear Spring Rd,Great Falls,22066,TALLY HO,2021-05-18,May,1850000,5,4.5,5595,223768,331,Yes,92.0,1973,48,226,39.0250082,-77.3278209
10415 Shesue St,Great Falls,22066,LEXINGTON ESTATES,2021-04-30,April,910000,5,3.0,2692,23865,338,Yes,7.0,1977,44,244,38.9851916,-77.30576500000001
11317 Beach Mill Rd,Great Falls,22066,SENECA KNOLL,2021-01-25,January,1500000,5,5.5,4432,75002,338,No,0.0,1988,33,339,39.0315336,-77.33832009999999
10116 Nedra Dr,Great Falls,22066,HICKORY VALE FARM,2021-04-05,April,1560000,7,5.5,6345,35089,246,Yes,325.0,1988,33,269,38.997935,-77.29676640000001
11210 Elmview Pl,Great Falls,22066,OLD SAYBROOK,2021-08-04,August,1595000,5,4.5,3460,75189,461,No,0.0,1991,30,148,39.0277722,-77.3347308
1005 Kimberly Pl,Great Falls,22066,TIMBERLAKE ESTATES SOUTH,2021-10-22,October,1315000,5,4.5,4300,32989,306,Yes,22.0,1992,29,69,38.998758,-77.33338470000001
9695 Mill Ridge Ln,Great Falls,22066,LANE AT FOUR STAIRS,2021-02-25,February,3335000,5,5.5,10865,88636,307,Yes,242.0,2011,10,308,38.9834318,-77.2794405
1023 Millwood Rd,Great Falls,22066,DIFFICULT,2021-11-18,November,2100000,5,5.0,7300,128776,288,No,0.0,2006,15,42,38.972492700000004,-77.2711807
804 Constellation Dr,Great Falls,22066,OLIVER ESTATES,2021-04-07,April,1230000,4,3.5,5617,22100,219,No,0.0,1989,32,267,38.994688399999994,-77.29041540000001
921 Leigh Mill Rd,Great Falls,22066,DOGWOOD FOREST,2021-12-29,December,1650000,4,4.5,5371,87129,307,No,0.0,1985,36,1,38.9838211,-77.27079909999999
801 Blacks Hill Rd,Great Falls,22066,WAYNE BOTTS PROP,2021-07-28,July,1600000,5,4.0,4100,108900,390,No,0.0,1990,31,155,39.0066593,-77.33650300000001
1000 White Chimney Ct,Great Falls,22066,MACKALL HOME PLACE,2021-07-23,July,1550000,4,4.5,4805,52000,323,No,0.0,1986,35,160,38.9691727,-77.2612815
10410 Cavalcade St,Great Falls,22066,FORESTVILLE MEADOWS,2021-06-24,June,1400000,5,4.5,5252,36226,267,No,0.0,1998,23,189,38.9916721,-77.30670740000001
920 Walker Rd,Great Falls,22066,OLIVER ESTATES,2021-05-10,May,750000,3,3.0,2256,25993,332,No,0.0,1965,56,234,38.9866468,-77.2876774
637 River Bend Rd,Great Falls,22066,GREAT FALLS HTS,2021-01-04,January,1450500,3,3.0,4225,199130,343,No,0.0,1978,43,360,38.9918893,-77.25926120000001
326 Chesapeake Dr,Great Falls,22066,RIVERSIDE MANOR,2021-05-28,May,945000,3,3.0,1860,40466,508,Yes,21.0,1967,54,216,39.0168908,-77.27726340000001
9509 Watts Rd,Great Falls,22066,BOUNDBROOK,2021-06-29,June,1150000,4,3.5,3402,81668,338,No,0.0,1971,50,184,39.0082144,-77.27528819999999
1211 Colvin Meadows Ln,Great Falls,22066,COLVIN MEADOWS,2021-05-28,May,1675000,4,4.5,6012,39425,279,Yes,8.0,1988,33,216,38.972763,-77.2988983
9813 Thunderhill Ct,Great Falls,22066,ADDICOTT HILLS,2021-10-06,October,1099000,5,3.5,4090,22006,269,Yes,29.0,1981,40,85,38.9929591,-77.2867348
10732 Wynkoop Dr,Great Falls,22066,LOCKMEADE,2021-10-28,October,1000000,4,2.5,3014,21758,332,Yes,42.0,1979,42,63,38.9978806,-77.3204844
11522 Seneca Woods Ct,Great Falls,22066,GREAT FALLS WOODS,2021-10-29,October,1720720,5,6.0,6786,36054,254,Yes,91.0,2000,21,62,39.0054313,-77.34594720000001
11554 Holly Briar Ln,Great Falls,22066,HOLLY KNOLL,2021-08-26,August,1250000,7,5.5,4806,25059,260,Yes,31.0,1987,34,126,39.0067544,-77.34466850000001
784 Stephanie Cir,Great Falls,22066,HICKORY VALE FARM,2021-09-22,September,1400000,4,3.5,4222,33877,332,Yes,325.0,1992,29,99,38.996146200000005,-77.2945447
205 Falcon Ridge Rd,Great Falls,22066,FALCON RIDGE,2021-12-22,December,1215012,4,3.5,3555,40239,342,Yes,28.0,1985,36,8,39.03378,-77.2966542
713 Clear Spring Rd,Great Falls,22066,VALLEY STREAM,2021-09-23,September,1400000,5,4.5,4995,220758,280,Yes,13.0,1987,34,98,39.016048100000006,-77.3325546
11610 Leesburg Pike,Herndon,20170,DRANESVILLE,2021-11-22,November,550000,3,1.5,1316,31929,418,No,0.0,1947,74,38,39.0018689,-77.3469131
1048 Utterback Store Rd,Great Falls,22066,TIMBER LAKE ESTATES,2021-08-02,August,960000,4,3.5,2873,21875,334,No,0.0,1962,59,150,38.9959474,-77.3297054
10910 Great Point Ct,Great Falls,22066,GREAT FALLS GLEN,2021-10-25,October,1650000,5,5.5,8675,47606,190,Yes,69.0,2000,21,66,38.992615,-77.322965
517 Seneca Rd,Great Falls,22066,SENECA KNOLL,2021-12-29,December,1680000,5,5.0,6609,77528,254,No,0.0,1987,34,1,39.028290999999996,-77.3416402
11624 Cedar Chase Rd,Herndon,20170,CEDAR CHASE,2021-06-11,June,1020000,6,6.0,5303,24378,192,Yes,117.0,2001,20,202,39.0010471,-77.347652
1008 Challedon Rd,Great Falls,22066,LEXINGTON ESTATES,2021-11-30,November,940000,5,3.5,3281,23787,286,Yes,7.0,1976,45,30,38.9839708,-77.3074255
725 Gouldman Ln,Great Falls,22066,GOULDMAN ACRES,2021-12-02,December,1500000,6,4.5,6005,217800,250,No,0.0,1981,40,28,39.000951,-77.306124
1017 Cheska Ct,Great Falls,22066,ESTATES AT LONGWOOD,2021-08-27,August,1640000,6,4.5,6286,38643,261,Yes,17.0,2000,21,125,38.996414,-77.3266543
9124 Potomac Ridge Rd,Great Falls,22066,POTOMAC RIDGE ESTATES,2021-07-28,July,1690000,5,4.5,6793,109000,249,No,0.0,1989,32,155,39.0265076,-77.2659955
424 Montpelier Rd,Great Falls,22066,CHINQUAPIN MANOR,2021-12-17,December,1399000,5,3.5,3902,217887,359,No,0.0,1967,54,13,39.034924600000004,-77.32851640000001
10355 Carol St,Great Falls,22066,TIMBER POINTE,2021-06-29,June,2000000,6,5.5,6460,75263,310,No,0.0,1999,22,184,39.002817900000004,-77.3045084
1065 Great Passage Blvd,Great Falls,22066,ESTATES AT LOONGWOOD THE,2021-06-25,June,2209000,5,5.5,9852,55608,224,Yes,17.0,2001,20,188,38.994358,-77.322728
841 Seneca Rd,Great Falls,22066,MIRFARHAD SHAHLAVI PROP,2021-07-16,July,2075000,5,6.0,10500,217857,198,No,0.0,2004,17,167,39.013639899999994,-77.34110179999999
11622 Rolling Meadow Dr,Great Falls,22066,SENECA HUNT,2021-03-15,March,1655000,5,4.5,6461,76531,256,No,0.0,1991,30,290,39.0146534,-77.3510615
11911 Thomas Ave,Great Falls,22066,KENTLAND FARMS,2021-03-19,March,1675000,6,7.5,9250,87120,181,No,0.0,1999,22,286,39.0195797,-77.3574092
721 Forest Park Rd,Great Falls,22066,HIDDEN FOREST,2021-01-14,January,1390000,4,4.0,5425,40062,256,No,0.0,1976,45,350,39.0017073,-77.2962503
738 Ellsworth Ave,Great Falls,22066,GREEN ACRES,2021-01-11,January,995000,4,3.0,1900,30931,524,No,0.0,1961,60,353,39.0015699,-77.3011872
1220 Forestville Dr,Great Falls,22066,WOLF TRAP GREEN,2021-07-19,July,965000,5,3.5,1845,20954,523,Yes,6.0,1978,43,164,38.960195500000005,-77.27079909999999
708-A Seneca Rd,Great Falls,22066,SENECA RIDGE,2021-04-19,April,2050000,5,5.5,8544,217800,240,No,0.0,2014,7,255,39.0197229,-77.34556579999999
10900 Patowmack Dr,Great Falls,22066,BEACH MILL DOWNS,2021-03-05,March,1410000,5,6.5,6968,96189,202,No,0.0,2000,21,300,39.0310078,-77.3233338
9520 Sagamore Spring Rd,Great Falls,22066,BRANDES ESTATES,2021-03-31,March,1519520,4,3.5,4500,89224,338,No,0.0,1976,45,274,39.0251158,-77.2744353
806 Olde Georgetown Ct,Great Falls,22066,FALLSWOOD,2021-03-31,March,1861000,5,5.0,6590,75017,282,Yes,42.0,1993,28,274,38.9871181,-77.27196629999999
1001 Bowen Ct,Great Falls,22066,TIMBERLAKE ESTATES SOUTH,2021-01-06,January,1050000,4,3.5,5066,52753,207,Yes,22.0,1988,33,358,38.999401299999995,-77.3310291
902 Winstead St,Great Falls,22066,HICKORY CREEK ESTATES,2021-03-11,March,1310000,5,3.5,5992,37701,219,Yes,6.0,1989,32,294,38.9869306,-77.2944325
502 Scenic Way,Great Falls,22066,BEACH MILL ESTATES,2021-02-25,February,1591000,4,4.5,6910,79998,230,No,0.0,1995,26,308,39.0293039,-77.3297054
904 Rolling Holly Dr,Great Falls,22066,HOLLY KNOLL,2021-04-26,April,852000,4,2.5,3055,23760,279,Yes,17.0,1981,40,248,39.0156086,-77.3533718
10599 Brookeville Ct,Great Falls,22066,1039 SPRINGVALE,2021-02-26,February,2150000,6,7.5,7614,36024,282,Yes,120.0,2019,2,307,38.9859869,-77.31103370000001
503 Seneca Knoll Ct,Great Falls,22066,SENECA KNOLL,2021-01-15,January,2140000,5,5.5,9734,79015,220,No,0.0,1989,32,349,39.02958220000001,-77.33825279999999
10602 Allenwood Ln,Great Falls,22066,ALLENWOOD,2021-03-31,March,1500000,5,4.5,4559,75089,329,No,0.0,1989,32,274,39.03522879999999,-77.310163
10234 Forest Lake Dr,Great Falls,22066,RIVERMONT,2021-04-01,April,2600000,5,7.0,8397,67550,310,Yes,250.0,2018,3,273,39.0209438,-77.3020844
11127 Bowen Ave,Great Falls,22066,TIMBERLAKE ESTATES SOUTH,2021-04-30,April,1400000,5,5.5,5984,40021,234,Yes,22.0,1989,32,244,38.995281799999994,-77.33331740000001
11264 Stones Throw Dr,Reston,20194,ESTATES AT WYNDHAM HILLS,2021-05-14,May,1462500,5,4.5,6841,27305,214,Yes,12.0,1998,23,230,38.990668299999996,-77.33275649999999
1093 Loran Ct,Great Falls,22066,TIMBERLAKE ESTATES SOUTH,2021-01-26,January,860000,4,2.5,2912,25398,295,Yes,4.0,1986,35,338,38.9934823,-77.33044579999999
931 Jaysmith St,Great Falls,22066,HICKORY CREEK,2021-03-31,March,964000,5,4.0,3129,22200,308,Yes,26.0,1977,44,274,38.987823799999994,-77.3023541
1100 Pensive Ln,Great Falls,22066,OLD MILL ESTATES,2021-01-22,January,1300000,5,3.5,2884,40000,451,No,0.0,1977,44,342,38.9800315,-77.30170340000001
10108 Nedra Dr,Great Falls,22066,HICKORY VALE FARM,2021-06-10,June,1827800,5,4.5,6920,48324,264,Yes,300.0,1993,28,203,38.9977271,-77.2948813
1148 Kettle Pond Ln,Great Falls,22066,GREAT FALLS HUNT,2021-07-16,July,1425000,4,3.5,5082,36154,280,Yes,77.0,1996,25,167,38.987007,-77.3207985
735 Seneca Rd,Great Falls,22066,RICHLAND MEADOWS,2021-06-02,June,1449000,5,4.5,5348,75694,271,No,0.0,1986,35,211,39.019054499999996,-77.343861
11901 Thomas Ave,Great Falls,22066,KENTLAND FARMS,2021-06-30,June,1720000,6,7.5,9400,87120,183,No,0.0,1999,22,183,39.0195234,-77.3567139
9214 Potomac Ridge Rd,Great Falls,22066,PAGE AND SCHREINER,2021-03-31,March,3500000,4,3.5,2560,217800,1367,No,0.0,1974,47,274,39.0305463,-77.26247120000001
10841 Monticello Dr,Great Falls,22066,GREAT FALLS FOREST,2021-06-11,June,673500,3,2.5,1786,10019,377,Yes,10.0,1986,35,202,39.03291,-77.3616259
852 Nicholas Run Dr,Great Falls,22066,GROVEMONT PROPERTY,2021-04-12,April,2500000,6,7.0,8807,83669,284,Yes,83.0,2007,14,262,39.0026156,-77.3199683
11600 Blue Ridge Ln,Great Falls,22066,KENTLAND FARMS,2021-03-30,March,795000,3,3.0,1296,223462,613,No,0.0,1972,49,275,39.0179949,-77.3477193
9127 Maria Ave,Great Falls,22066,GREAT FALLS ESTATES,2021-03-17,March,1500000,3,4.0,4964,87552,302,No,0.0,2005,16,288,39.0085019,-77.26247120000001
980 Old Holly Dr,Great Falls,22066,HOLLY KNOLL,2021-05-11,May,1075000,5,3.5,3625,29128,297,Yes,31.0,1986,35,233,39.009693,-77.351712
9107 White Chimney Ln,Great Falls,22066,LEIGH MILL,2021-02-24,February,1227000,4,3.5,3061,40152,401,Yes,69.0,1987,34,309,38.9716712,-77.2599346
11126 Bowen Ave,Great Falls,22066,TIMBERLAKE ESTATES SOUTH,2021-04-15,April,1275000,4,3.5,4691,27221,272,Yes,22.0,1989,32,259,38.995762400000004,-77.3336764
10800 Piney Pond Dr,Great Falls,22066,PINEY POND ESTATES,2021-02-02,February,1394500,6,4.5,5750,155944,243,No,0.0,1995,26,331,38.9829434,-77.317949
10022 Colvin Run Rd,Great Falls,22066,COLVIN RUN AND,2021-06-18,June,950000,4,2.5,2065,90265,460,No,0.0,1959,62,195,38.9700673,-77.2908193
9317 Morison Ln,Great Falls,22066,MORISON ESTATE,2021-06-25,June,2225000,4,4.5,7760,75269,287,Yes,17.0,1993,28,188,39.0159508,-77.268936
803 Grace Meadow Ct,Great Falls,22066,DOGWOOD FARM,2021-06-08,June,1407000,5,3.5,3200,76000,440,No,0.0,1994,27,205,39.0039148,-77.3115542
608 Walker Rd,Great Falls,22066,MELVIN F WESLEY III & KA,2021-09-09,September,3475000,6,6.5,9700,43582,358,No,0.0,2021,0,112,39.008041799999994,-77.294612
9907 Deerfield Pond Dr,Great Falls,22066,DEERFIELD POND,2021-02-10,February,2075000,5,4.5,7525,81258,276,Yes,42.0,1993,28,323,39.0033148,-77.2917395
11642 Blue Ridge Ln,Great Falls,22066,KENTLAND FARMS,2021-08-06,August,2645000,6,7.0,12003,218859,220,No,0.0,2007,14,146,39.017208000000004,-77.3516895
1050 Northfalls Ct,Great Falls,22066,GREAT FALLS LANDING,2021-04-16,April,1310000,6,4.5,5841,36531,224,No,0.0,1995,26,258,38.997551,-77.3355384
10004 Columbine St,Great Falls,22066,OLIVER ESTATES,2021-09-23,September,799000,3,2.5,2301,22152,347,No,0.0,1967,54,98,38.995429,-77.2913131
10007 Thompson Ridge Ct,Great Falls,22066,HICKORY CREEK ESTATES,2021-04-28,April,1700000,4,5.5,6364,36470,267,Yes,5.0,1990,31,246,38.9846383,-77.2918292
47740 League Ct,Sterling,20165,CASCADES,2021-10-22,October,710000,5,3.5,2744,6534,259,Yes,78.0,1992,29,69,39.0407297,-77.3463285
47551 Coldspring Pl,Sterling,20165,CASCADES,2021-09-10,September,850000,4,3.5,3369,8712,252,Yes,78.0,1991,30,111,39.0353506,-77.3509942
10212 Eisenhower Ln,Great Falls,22066,OLD MILL ESTATES,2021-01-15,January,1020000,4,3.5,3932,40030,259,No,0.0,1973,48,349,38.9783787,-77.2988983
10124 Squires Trl,Great Falls,22066,SQUIRES HAVEN,2021-05-25,May,2999999,6,7.0,11389,218061,263,No,0.0,2004,17,219,39.0132365,-77.2995491
1050 Riva Ridge Dr,Great Falls,22066,LOCKMAR,2021-06-02,June,1650000,5,4.5,4448,36710,371,No,0.0,1998,23,211,38.9903148,-77.3184202
909 Challedon Rd,Great Falls,22066,CHALLEDON COURT,2021-06-09,June,1362500,4,4.5,3092,44100,441,No,0.0,1977,44,204,38.9888489,-77.30729090000001
1330 Summerfield Dr,Herndon,20170,FOUR SEASONS,2021-01-29,January,685000,5,3.5,3700,8761,185,Yes,45.0,1989,32,335,38.9712971,-77.4102412
425 Old Dominion Ave,Herndon,20170,THE DOWNS,2021-05-11,May,765000,5,3.5,3621,10014,211,Yes,15.0,1988,33,233,38.9611174,-77.3813615
604 Merlins Ln,Herndon,20170,HUNTERS CREEK,2021-07-28,July,541500,3,2.0,1728,7357,313,Yes,6.0,1978,43,155,38.9780122,-77.3758897
13216 Ladybank Ln,Herndon,20171,CHANTILLY HIGHLANDS,2021-05-27,May,765000,4,3.0,2681,11082,285,Yes,36.0,1987,34,217,38.9147471,-77.40409809999998
1450 Winterberry Ct,Herndon,20170,FOUR SEASONS,2021-09-17,September,825000,5,4.5,4229,10828,195,Yes,48.0,1990,31,104,38.971350799999996,-77.408896
13517 Apple Barrel Ct,Herndon,20171,FRANKLIN FARM,2021-07-16,July,515000,3,2.0,1108,7855,465,Yes,103.0,1984,37,167,38.9120555,-77.41512850000001
1305 Summerfield Dr,Herndon,20170,FOUR SEASONS,2021-07-16,July,685000,4,3.5,2503,8769,274,Yes,47.0,1993,28,167,38.9696595,-77.4073714
811 Dranesville Rd,Herndon,20170,CHESTNUT GROVE,2021-09-01,September,649000,4,3.5,2548,12406,255,No,0.0,1993,28,120,38.9824889,-77.3786705
2607 Seskey Glen Ct,Herndon,20171,MONEYS CORNER,2021-02-05,February,703000,3,3.5,2574,22433,273,No,0.0,1983,38,328,38.9226635,-77.37257059999999
3205 Ravenscraig Ct,Herndon,20171,CHANTILLY HIGHLANDS,2021-07-22,July,822000,4,2.5,3188,12879,258,Yes,37.0,1979,42,161,38.9142967,-77.41615970000001
1546 Hiddenbrook Dr,Herndon,20170,HIDDENBROOK,2021-12-17,December,535000,3,2.0,1360,9710,393,Yes,30.0,1975,46,13,38.9917152,-77.38710209999999
703 Bruce Ct,Herndon,20170,CHANDON,2021-12-10,December,475000,4,2.5,1109,10598,428,No,0.0,1964,57,20,38.960855200000005,-77.39216979999999
890 Station St,Herndon,20170,AZALEA WOODS,2021-07-01,July,905000,4,4.0,3087,13781,293,No,0.0,1995,26,182,38.9734614,-77.384344
906 Barker Hill Rd,Herndon,20170,BARKER HILL,2021-05-14,May,868000,5,4.5,4646,12681,187,No,0.0,1987,34,230,38.9848698,-77.3822809
13011 New Austin Ct,Herndon,20171,MONTEREY,2021-12-07,December,740000,4,2.5,3102,10940,239,Yes,18.0,1982,39,23,38.933183299999996,-77.39643000000001
689 Old Hunt Way,Herndon,20170,OLD DRANESVILLE HUNT CLU,2021-09-30,September,855000,4,2.5,3468,12755,247,Yes,14.0,1989,32,91,38.98182,-77.37292940000002
11858 Boscobel Ct,Herndon,20170,SUMMERHOUSE LANDING,2021-03-30,March,1722500,7,7.5,8896,25086,194,Yes,127.0,2018,3,275,39.0032771,-77.3555476
2161 Veenendaal Ct,Herndon,20170,REFLECTION LAKE,2021-05-26,May,582000,4,2.5,2049,11387,284,Yes,28.0,1975,46,218,38.9640174,-77.4126624
